well_name,unique_id,rxn_id,K,Liposome_name,Mg,SecYE,Spermidine,Liposome_conc,DNA_conc,DNA_name,plate,row,col
G3,545,161,185,DMPC,14,0,1,3,5,Vol,1,6,2
C18,547,163,185,DMPC+15%PE,8,0,1,3,5,Vol,1,2,17
A15,548,164,185,DMPC+15%PE,8,0.625,4,3,5,Vol,1,0,14
A6,549,165,185,DMPC+15%PE,14,0,4,3,5,Vol,1,0,5
D2,550,166,185,DMPC+30%PE,8,0,4,3,5,Vol,1,3,1
P11,721,337,85,no_lipo,8,0.625,0.4,3,5,Vol,1,15,10
A19,722,338,85,no_lipo,8,1.25,1,3,5,Vol,1,0,18
F2,723,339,85,no_lipo,14,0,0.4,3,5,Vol,1,5,1
G9,724,340,85,no_lipo,14,0.625,1,3,5,Vol,1,6,8
I20,727,343,85,no_lipo,8,0.625,1,3,5,Vol,1,8,19
A8,728,344,85,no_lipo,8,1.25,4,3,5,Vol,1,0,7
G18,730,346,85,no_lipo,14,0.625,4,3,5,Vol,1,6,17
G12,732,348,85,no_lipo,8,0.625,4,3,5,Vol,1,6,11
I5,735,351,185,no_lipo,8,0.625,1,3,5,Vol,1,8,4
F8,737,353,185,no_lipo,14,0,1,3,5,Vol,1,5,7
G6,739,355,185,no_lipo,8,0,1,3,5,Vol,1,6,5
G8,912,144,85,DMPC,8,0,0.1,3,5,Vol,1,6,7
A13,913,145,85,DMPC,8,0.625,0.4,3,5,Vol,1,0,12
H11,915,147,85,DMPC,14,0,0.4,3,5,Vol,1,7,10
O7,916,148,85,DMPC,14,0.625,1,3,5,Vol,1,14,6
L18,918,150,85,DMPC+15%PE,8,0,0.4,3,5,Vol,1,11,17
N1,920,152,85,DMPC+15%PE,8,1.25,4,3,5,Vol,1,13,0
J11,921,153,85,DMPC+15%PE,14,0,1,3,5,Vol,1,9,10
D11,923,155,85,DMPC+30%PE,8,0,1,3,5,Vol,1,3,10
P8,925,157,85,DMPC+30%PE,14,0,4,3,5,Vol,1,15,7
C3,926,158,185,DMPC,8,0,0.4,3,5,Vol,1,2,2
F5,928,160,185,DMPC,8,1.25,4,3,5,Vol,1,5,4
I21,930,162,185,DMPC,14,0.625,4,3,5,Vol,1,8,20
O11,931,163,185,DMPC+15%PE,8,0,1,3,5,Vol,1,14,10
D16,932,164,185,DMPC+15%PE,8,0.625,4,3,5,Vol,1,3,15
M12,933,165,185,DMPC+15%PE,14,0,4,3,5,Vol,1,12,11
P4,934,166,185,DMPC+30%PE,8,0,4,3,5,Vol,1,15,3
J12,935,167,185,DMPC+30%PE,14,1.25,0.1,3,5,Vol,1,9,11
L22,1105,337,85,no_lipo,8,0.625,0.4,3,5,Vol,1,11,21
K14,1107,339,85,no_lipo,14,0,0.4,3,5,Vol,1,10,13
C16,1108,340,85,no_lipo,14,0.625,1,3,5,Vol,1,2,15
B3,1112,344,85,no_lipo,8,1.25,4,3,5,Vol,1,1,2
F10,1114,346,85,no_lipo,14,0.625,4,3,5,Vol,1,5,9
C23,1117,349,85,no_lipo,14,0,4,3,5,Vol,1,2,22
E11,1118,350,185,no_lipo,8,0,0.4,3,5,Vol,1,4,10
I24,1120,352,185,no_lipo,8,1.25,4,3,5,Vol,1,8,23
O16,1121,353,185,no_lipo,14,0,1,3,5,Vol,1,14,15
K23,1124,356,185,no_lipo,8,0.625,4,3,5,Vol,1,10,22
E1,1125,357,185,no_lipo,14,0,4,3,5,Vol,1,4,0
E13,1127,359,185,no_lipo,14,1.25,0.1,3,5,Vol,1,4,12
C15,1296,144,85,DMPC,8,0,0.1,3,5,Vol,1,2,14
C20,1298,146,85,DMPC,8,1.25,1,3,5,Vol,1,2,19
K18,1299,147,85,DMPC,14,0,0.4,3,5,Vol,1,10,17
M5,1300,148,85,DMPC,14,0.625,1,3,5,Vol,1,12,4
N23,1301,149,85,DMPC,14,1.25,4,3,5,Vol,1,13,22
H19,1302,150,85,DMPC+15%PE,8,0,0.4,3,5,Vol,1,7,18
J18,1305,153,85,DMPC+15%PE,14,0,1,3,5,Vol,1,9,17
A18,1306,154,85,DMPC+15%PE,14,0.625,4,3,5,Vol,1,0,17
E21,1307,155,85,DMPC+30%PE,8,0,1,3,5,Vol,1,4,20
O17,1308,156,85,DMPC+30%PE,8,0.625,4,3,5,Vol,1,14,16
O14,1310,158,185,DMPC,8,0,0.4,3,5,Vol,1,14,13
D15,1312,160,185,DMPC,8,1.25,4,3,5,Vol,1,3,14
P16,1313,161,185,DMPC,14,0,1,3,5,Vol,1,15,15
O20,1314,162,185,DMPC,14,0.625,4,3,5,Vol,1,14,19
G16,1315,163,185,DMPC+15%PE,8,0,1,3,5,Vol,1,6,15
J19,1318,166,185,DMPC+30%PE,8,0,4,3,5,Vol,1,9,18
K2,1488,336,85,no_lipo,8,0,0.1,3,5,Vol,1,10,1
B15,1489,337,85,no_lipo,8,0.625,0.4,3,5,Vol,1,1,14
F22,1496,344,85,no_lipo,8,1.25,4,3,5,Vol,1,5,21
C17,1499,347,85,no_lipo,8,0,1,3,5,Vol,1,2,16
A5,1500,348,85,no_lipo,8,0.625,4,3,5,Vol,1,0,4
N19,1502,350,185,no_lipo,8,0,0.4,3,5,Vol,1,13,18
B23,1504,352,185,no_lipo,8,1.25,4,3,5,Vol,1,1,22
H8,1508,356,185,no_lipo,8,0.625,4,3,5,Vol,1,7,7
I9,1509,357,185,no_lipo,14,0,4,3,5,Vol,1,8,8
M3,168,168,85,DMPC,8,0,4,3,5,B2AR,1,12,2
E12,169,169,85,DMPC,14,1.25,0.1,3,5,B2AR,1,4,11
B2,170,170,85,DMPC+15%PE,8,1.25,0.1,3,5,B2AR,1,1,1
C22,171,171,85,DMPC+15%PE,14,0.625,0.1,3,5,B2AR,1,2,21
L20,172,172,85,DMPC+15%PE,14,1.25,0.4,3,5,B2AR,1,11,19
N20,173,173,85,DMPC+30%PE,8,0.625,0.1,3,5,B2AR,1,13,19
D19,174,174,85,DMPC+30%PE,8,1.25,0.4,3,5,B2AR,1,3,18
N4,179,179,185,DMPC,14,0.625,0.1,3,5,B2AR,1,13,3
F21,184,184,185,DMPC+15%PE,14,0.625,0.4,3,5,B2AR,1,5,20
D6,188,188,185,DMPC+30%PE,8,1.25,1,3,5,B2AR,1,3,5
F20,190,190,185,DMPC+30%PE,14,0.625,1,3,5,B2AR,1,5,19
H18,360,360,85,no_lipo,8,0,4,3,5,B2AR,1,7,17
P13,361,361,85,no_lipo,14,1.25,0.1,3,5,B2AR,1,15,12
D5,362,362,85,no_lipo,8,1.25,0.1,3,5,B2AR,1,3,4
E15,370,370,185,no_lipo,8,1.25,0.1,3,5,B2AR,1,4,14
C24,371,371,185,no_lipo,14,0.625,0.1,3,5,B2AR,1,2,23
H16,372,372,185,no_lipo,14,1.25,0.4,3,5,B2AR,1,7,15
J10,376,376,185,no_lipo,14,0.625,0.4,3,5,B2AR,1,9,9
M21,377,377,185,no_lipo,14,1.25,1,3,5,B2AR,1,12,20
L5,379,379,185,no_lipo,8,0.625,0.4,3,5,B2AR,1,11,4
J15,383,383,185,no_lipo,14,1.25,4,3,5,B2AR,1,9,14
N10,552,168,85,DMPC,8,0,4,3,5,B2AR,1,13,9
A10,553,169,85,DMPC,14,1.25,0.1,3,5,B2AR,1,0,9
B16,554,170,85,DMPC+15%PE,8,1.25,0.1,3,5,B2AR,1,1,15
N24,556,172,85,DMPC+15%PE,14,1.25,0.4,3,5,B2AR,1,13,23
E8,557,173,85,DMPC+30%PE,8,0.625,0.1,3,5,B2AR,1,4,7
A14,561,177,85,DMPC+30%PE,14,1.25,1,3,5,B2AR,1,0,13
H1,562,178,185,DMPC,8,1.25,0.1,3,5,B2AR,1,7,0
F23,563,179,185,DMPC,14,0.625,0.1,3,5,B2AR,1,5,22
J13,564,180,185,DMPC,14,1.25,0.4,3,5,B2AR,1,9,12
L4,565,181,185,DMPC+15%PE,8,0.625,0.1,3,5,B2AR,1,11,3
G1,566,182,185,DMPC+15%PE,8,1.25,0.4,3,5,B2AR,1,6,0
I12,571,187,185,DMPC+30%PE,8,0.625,0.4,3,5,B2AR,1,8,11
K20,575,191,185,DMPC+30%PE,14,1.25,4,3,5,B2AR,1,10,19
I18,744,360,85,no_lipo,8,0,4,3,5,B2AR,1,8,17
K9,745,361,85,no_lipo,14,1.25,0.1,3,5,B2AR,1,10,8
I14,746,362,85,no_lipo,8,1.25,0.1,3,5,B2AR,1,8,13
E24,747,363,85,no_lipo,14,0.625,0.1,3,5,B2AR,1,4,23
K6,748,364,85,no_lipo,14,1.25,0.4,3,5,B2AR,1,10,5
B12,753,369,85,no_lipo,14,1.25,1,3,5,B2AR,1,1,11
J4,754,370,185,no_lipo,8,1.25,0.1,3,5,B2AR,1,9,3
P2,755,371,185,no_lipo,14,0.625,0.1,3,5,B2AR,1,15,1
P23,757,373,185,no_lipo,8,0.625,0.1,3,5,B2AR,1,15,22
A21,758,374,185,no_lipo,8,1.25,0.4,3,5,B2AR,1,0,20
O13,760,376,185,no_lipo,14,0.625,0.4,3,5,B2AR,1,14,12
G15,763,379,185,no_lipo,8,0.625,0.4,3,5,B2AR,1,6,14
D3,937,169,85,DMPC,14,1.25,0.1,3,5,B2AR,1,3,2
L13,938,170,85,DMPC+15%PE,8,1.25,0.1,3,5,B2AR,1,11,12
M18,939,171,85,DMPC+15%PE,14,0.625,0.1,3,5,B2AR,1,12,17
I7,947,179,185,DMPC,14,0.625,0.1,3,5,B2AR,1,8,6
D23,949,181,185,DMPC+15%PE,8,0.625,0.1,3,5,B2AR,1,3,22
E2,951,183,185,DMPC+15%PE,14,0,0.1,3,5,B2AR,1,4,1
D12,952,184,185,DMPC+15%PE,14,0.625,0.4,3,5,B2AR,1,3,11
K10,953,185,185,DMPC+15%PE,14,1.25,1,3,5,B2AR,1,10,9
N17,956,188,185,DMPC+30%PE,8,1.25,1,3,5,B2AR,1,13,16
K8,957,189,185,DMPC+30%PE,14,0,0.4,3,5,B2AR,1,10,7
G24,1128,360,85,no_lipo,8,0,4,3,5,B2AR,1,6,23
N13,1129,361,85,no_lipo,14,1.25,0.1,3,5,B2AR,1,13,12
F7,1130,362,85,no_lipo,8,1.25,0.1,3,5,B2AR,1,5,6
B21,1131,363,85,no_lipo,14,0.625,0.1,3,5,B2AR,1,1,20
K22,1134,366,85,no_lipo,8,1.25,0.4,3,5,B2AR,1,10,21
E3,1136,368,85,no_lipo,14,0.625,0.4,3,5,B2AR,1,4,2
F16,1137,369,85,no_lipo,14,1.25,1,3,5,B2AR,1,5,15
J14,1138,370,185,no_lipo,8,1.25,0.1,3,5,B2AR,1,9,13
L14,1139,371,185,no_lipo,14,0.625,0.1,3,5,B2AR,1,11,13
E7,1141,373,185,no_lipo,8,0.625,0.1,3,5,B2AR,1,4,6
F17,1142,374,185,no_lipo,8,1.25,0.4,3,5,B2AR,1,5,16
O1,1143,375,185,no_lipo,14,0,0.1,3,5,B2AR,1,14,0
L23,1144,376,185,no_lipo,14,0.625,0.4,3,5,B2AR,1,11,22
O12,1145,377,185,no_lipo,14,1.25,1,3,5,B2AR,1,14,11
