well_name,unique_id,rxn_id,K,Liposome_name,Mg,SecYE,Spermidine,Liposome_conc,DNA_conc,DNA_name,plate,row,col
D12,435,51,185,DOPC,14,1.25,0.1,3,5,Beta,4,3,11
G20,439,55,185,DOPC+30%PE,8,0.625,0.1,3,5,Beta,4,6,19
A19,440,56,185,DOPC+30%PE,8,1.25,0.4,3,5,Beta,4,0,18
K11,441,57,185,DOPC+30%PE,14,0,0.1,3,5,Beta,4,10,10
D2,443,59,185,DOPC+30%PE,14,1.25,1,3,5,Beta,4,3,1
I4,620,236,85,no_lipo,14,0,4,3,5,Beta,4,8,3
G6,624,240,85,no_lipo,14,0.625,0.1,3,5,Beta,4,6,5
J1,626,242,185,no_lipo,8,0,4,3,5,Beta,4,9,0
J19,627,243,185,no_lipo,14,1.25,0.1,3,5,Beta,4,9,18
J2,629,245,185,no_lipo,14,0.625,0.1,3,5,Beta,4,9,1
D23,630,246,185,no_lipo,14,1.25,0.4,3,5,Beta,4,3,22
M21,634,250,185,no_lipo,14,0.625,0.4,3,5,Beta,4,12,20
M12,813,45,85,DOPC+15%PE,8,0,4,3,5,Beta,4,12,11
C5,814,46,85,DOPC+15%PE,14,1.25,0.1,3,5,Beta,4,2,4
B24,817,49,85,DOPC+30%PE,14,1.25,0.4,3,5,Beta,4,1,23
C2,819,51,185,DOPC,14,1.25,0.1,3,5,Beta,4,2,1
B22,821,53,185,DOPC+15%PE,14,0.625,0.1,3,5,Beta,4,1,21
A23,823,55,185,DOPC+30%PE,8,0.625,0.1,3,5,Beta,4,0,22
G17,825,57,185,DOPC+30%PE,14,0,0.1,3,5,Beta,4,6,16
M23,1008,240,85,no_lipo,14,0.625,0.1,3,5,Beta,4,12,22
K6,1009,241,85,no_lipo,14,1.25,0.4,3,5,Beta,4,10,5
I22,1011,243,185,no_lipo,14,1.25,0.1,3,5,Beta,4,8,21
H24,1012,244,185,no_lipo,8,1.25,0.1,3,5,Beta,4,7,23
O3,1013,245,185,no_lipo,14,0.625,0.1,3,5,Beta,4,14,2
N15,1014,246,185,no_lipo,14,1.25,0.4,3,5,Beta,4,13,14
F5,1016,248,185,no_lipo,8,1.25,0.4,3,5,Beta,4,5,4
P19,1017,249,185,no_lipo,14,0,0.1,3,5,Beta,4,15,18
P23,1197,45,85,DOPC+15%PE,8,0,4,3,5,Beta,4,15,22
P2,1198,46,85,DOPC+15%PE,14,1.25,0.1,3,5,Beta,4,15,1
K22,1199,47,85,DOPC+30%PE,8,1.25,0.1,3,5,Beta,4,10,21
A12,1200,48,85,DOPC+30%PE,14,0.625,0.1,3,5,Beta,4,0,11
L21,1203,51,185,DOPC,14,1.25,0.1,3,5,Beta,4,11,20
F8,1204,52,185,DOPC+15%PE,8,1.25,0.1,3,5,Beta,4,5,7
K4,1205,53,185,DOPC+15%PE,14,0.625,0.1,3,5,Beta,4,10,3
C24,1206,54,185,DOPC+15%PE,14,1.25,0.4,3,5,Beta,4,2,23
O19,1209,57,185,DOPC+30%PE,14,0,0.1,3,5,Beta,4,14,18
M3,1211,59,185,DOPC+30%PE,14,1.25,1,3,5,Beta,4,12,2
D7,1387,235,85,no_lipo,8,0.625,4,3,5,Beta,4,3,6
K17,1388,236,85,no_lipo,14,0,4,3,5,Beta,4,10,16
I12,1393,241,85,no_lipo,14,1.25,0.4,3,5,Beta,4,8,11
I5,1395,243,185,no_lipo,14,1.25,0.1,3,5,Beta,4,8,4
N24,1396,244,185,no_lipo,8,1.25,0.1,3,5,Beta,4,13,23
N22,1399,247,185,no_lipo,8,0.625,0.1,3,5,Beta,4,13,21
J9,1400,248,185,no_lipo,8,1.25,0.4,3,5,Beta,4,9,8
E16,1403,251,185,no_lipo,14,1.25,1,3,5,Beta,4,4,15
O16,60,60,85,DOPC,8,0,4,3,5,Glut,4,14,15
I19,62,62,85,DOPC+15%PE,8,1.25,0.1,3,5,Glut,4,8,18
L12,63,63,85,DOPC+15%PE,14,0.625,0.1,3,5,Glut,4,11,11
O17,65,65,85,DOPC+30%PE,8,0.625,0.1,3,5,Glut,4,14,16
E6,66,66,85,DOPC+30%PE,8,1.25,0.4,3,5,Glut,4,4,5
D20,69,69,85,DOPC+30%PE,14,1.25,1,3,5,Glut,4,3,19
M5,70,70,185,DOPC,8,1.25,0.1,3,5,Glut,4,12,4
A16,71,71,185,DOPC,14,0.625,0.1,3,5,Glut,4,0,15
P20,72,72,185,DOPC,14,1.25,0.4,3,5,Glut,4,15,19
A4,74,74,185,DOPC+15%PE,8,1.25,0.4,3,5,Glut,4,0,3
E17,75,75,185,DOPC+15%PE,14,0,0.1,3,5,Glut,4,4,16
M2,76,76,185,DOPC+15%PE,14,0.625,0.4,3,5,Glut,4,12,1
C14,81,81,185,DOPC+30%PE,14,0,0.4,3,5,Glut,4,2,13
P12,82,82,185,DOPC+30%PE,14,0.625,1,3,5,Glut,4,15,11
I14,253,253,85,no_lipo,14,1.25,0.1,3,5,Glut,4,8,13
A11,254,254,85,no_lipo,8,1.25,0.1,3,5,Glut,4,0,10
L4,257,257,85,no_lipo,8,0.625,0.1,3,5,Glut,4,11,3
H11,258,258,85,no_lipo,8,1.25,0.4,3,5,Glut,4,7,10
B20,260,260,85,no_lipo,14,0.625,0.4,3,5,Glut,4,1,19
C7,263,263,185,no_lipo,14,0.625,0.1,3,5,Glut,4,2,6
A1,264,264,185,no_lipo,14,1.25,0.4,3,5,Glut,4,0,0
E11,269,269,185,no_lipo,14,1.25,1,3,5,Glut,4,4,10
K13,270,270,185,no_lipo,8,0,0.1,3,5,Glut,4,10,12
F7,274,274,185,no_lipo,14,0.625,1,3,5,Glut,4,5,6
C6,445,61,85,DOPC,14,1.25,0.1,3,5,Glut,4,2,5
I10,447,63,85,DOPC+15%PE,14,0.625,0.1,3,5,Glut,4,8,9
I7,448,64,85,DOPC+15%PE,14,1.25,0.4,3,5,Glut,4,8,6
G19,449,65,85,DOPC+30%PE,8,0.625,0.1,3,5,Glut,4,6,18
F22,450,66,85,DOPC+30%PE,8,1.25,0.4,3,5,Glut,4,5,21
L7,451,67,85,DOPC+30%PE,14,0,0.1,3,5,Glut,4,11,6
M8,452,68,85,DOPC+30%PE,14,0.625,0.4,3,5,Glut,4,12,7
O14,454,70,185,DOPC,8,1.25,0.1,3,5,Glut,4,14,13
D19,456,72,185,DOPC,14,1.25,0.4,3,5,Glut,4,3,18
A21,457,73,185,DOPC+15%PE,8,0.625,0.1,3,5,Glut,4,0,20
A17,458,74,185,DOPC+15%PE,8,1.25,0.4,3,5,Glut,4,0,16
B15,459,75,185,DOPC+15%PE,14,0,0.1,3,5,Glut,4,1,14
H16,460,76,185,DOPC+15%PE,14,0.625,0.4,3,5,Glut,4,7,15
F1,462,78,185,DOPC+30%PE,8,0,0.1,3,5,Glut,4,5,0
M17,465,81,185,DOPC+30%PE,14,0,0.4,3,5,Glut,4,12,16
O10,637,253,85,no_lipo,14,1.25,0.1,3,5,Glut,4,14,9
O2,641,257,85,no_lipo,8,0.625,0.1,3,5,Glut,4,14,1
P16,647,263,185,no_lipo,14,0.625,0.1,3,5,Glut,4,15,15
N12,650,266,185,no_lipo,8,1.25,0.4,3,5,Glut,4,13,11
G15,651,267,185,no_lipo,14,0,0.1,3,5,Glut,4,6,14
P7,652,268,185,no_lipo,14,0.625,0.4,3,5,Glut,4,15,6
B5,657,273,185,no_lipo,14,0,0.4,3,5,Glut,4,1,4
J8,658,274,185,no_lipo,14,0.625,1,3,5,Glut,4,9,7
B3,829,61,85,DOPC,14,1.25,0.1,3,5,Glut,4,1,2
M24,830,62,85,DOPC+15%PE,8,1.25,0.1,3,5,Glut,4,12,23
K18,831,63,85,DOPC+15%PE,14,0.625,0.1,3,5,Glut,4,10,17
B23,833,65,85,DOPC+30%PE,8,0.625,0.1,3,5,Glut,4,1,22
E2,834,66,85,DOPC+30%PE,8,1.25,0.4,3,5,Glut,4,4,1
H2,835,67,85,DOPC+30%PE,14,0,0.1,3,5,Glut,4,7,1
B8,836,68,85,DOPC+30%PE,14,0.625,0.4,3,5,Glut,4,1,7
P13,838,70,185,DOPC,8,1.25,0.1,3,5,Glut,4,15,12
L2,840,72,185,DOPC,14,1.25,0.4,3,5,Glut,4,11,1
G10,843,75,185,DOPC+15%PE,14,0,0.1,3,5,Glut,4,6,9
M7,844,76,185,DOPC+15%PE,14,0.625,0.4,3,5,Glut,4,12,6
O20,845,77,185,DOPC+15%PE,14,1.25,1,3,5,Glut,4,14,19
E1,847,79,185,DOPC+30%PE,8,0.625,0.4,3,5,Glut,4,4,0
D9,848,80,185,DOPC+30%PE,8,1.25,1,3,5,Glut,4,3,8
C4,850,82,185,DOPC+30%PE,14,0.625,1,3,5,Glut,4,2,3
J10,1021,253,85,no_lipo,14,1.25,0.1,3,5,Glut,4,9,9
G21,1022,254,85,no_lipo,8,1.25,0.1,3,5,Glut,4,6,20
I20,1023,255,85,no_lipo,14,0.625,0.1,3,5,Glut,4,8,19
N18,1024,256,85,no_lipo,14,1.25,0.4,3,5,Glut,4,13,17
D4,1026,258,85,no_lipo,8,1.25,0.4,3,5,Glut,4,3,3
P18,1027,259,85,no_lipo,14,0,0.1,3,5,Glut,4,15,17
D17,1028,260,85,no_lipo,14,0.625,0.4,3,5,Glut,4,3,16
A14,1030,262,185,no_lipo,8,1.25,0.1,3,5,Glut,4,0,13
A5,1039,271,185,no_lipo,8,0.625,0.4,3,5,Glut,4,0,4
B21,1043,275,185,no_lipo,14,1.25,4,3,5,Glut,4,1,20
L1,1214,62,85,DOPC+15%PE,8,1.25,0.1,3,5,Glut,4,11,0
N10,1215,63,85,DOPC+15%PE,14,0.625,0.1,3,5,Glut,4,13,9
D11,1216,64,85,DOPC+15%PE,14,1.25,0.4,3,5,Glut,4,3,10
J12,1217,65,85,DOPC+30%PE,8,0.625,0.1,3,5,Glut,4,9,11
E8,1218,66,85,DOPC+30%PE,8,1.25,0.4,3,5,Glut,4,4,7
O5,1219,67,85,DOPC+30%PE,14,0,0.1,3,5,Glut,4,14,4
J16,1222,70,185,DOPC,8,1.25,0.1,3,5,Glut,4,9,15
O12,1224,72,185,DOPC,14,1.25,0.4,3,5,Glut,4,14,11
M22,1225,73,185,DOPC+15%PE,8,0.625,0.1,3,5,Glut,4,12,21
A18,1226,74,185,DOPC+15%PE,8,1.25,0.4,3,5,Glut,4,0,17
B6,1232,80,185,DOPC+30%PE,8,1.25,1,3,5,Glut,4,1,5
G12,1233,81,185,DOPC+30%PE,14,0,0.4,3,5,Glut,4,6,11
K23,1235,83,185,DOPC+30%PE,14,1.25,4,3,5,Glut,4,10,22
A13,1405,253,85,no_lipo,14,1.25,0.1,3,5,Glut,4,0,12
I8,1406,254,85,no_lipo,8,1.25,0.1,3,5,Glut,4,8,7
E12,1407,255,85,no_lipo,14,0.625,0.1,3,5,Glut,4,4,11
O15,1410,258,85,no_lipo,8,1.25,0.4,3,5,Glut,4,14,14
B1,1414,262,185,no_lipo,8,1.25,0.1,3,5,Glut,4,1,0
P14,1415,263,185,no_lipo,14,0.625,0.1,3,5,Glut,4,15,13
H3,1417,265,185,no_lipo,8,0.625,0.1,3,5,Glut,4,7,2
P1,1420,268,185,no_lipo,14,0.625,0.4,3,5,Glut,4,15,0
K5,1421,269,185,no_lipo,14,1.25,1,3,5,Glut,4,10,4
N17,1426,274,185,no_lipo,14,0.625,1,3,5,Glut,4,13,16
K7,1427,275,185,no_lipo,14,1.25,4,3,5,Glut,4,10,6
C12,88,88,85,DOPC+15%PE,8,1.25,0.4,3,5,InP,4,2,11
F11,90,90,85,DOPC+15%PE,14,0.625,0.4,3,5,InP,4,5,10
E9,92,92,85,DOPC+30%PE,8,0,0.1,3,5,InP,4,4,8
I18,96,96,85,DOPC+30%PE,14,0.625,1,3,5,InP,4,8,17
J22,98,98,185,DOPC,8,0.625,0.1,3,5,InP,4,9,21
L15,99,99,185,DOPC,8,1.25,0.4,3,5,InP,4,11,14
B16,100,100,185,DOPC,14,0,0.1,3,5,InP,4,1,15
G22,102,102,185,DOPC,14,1.25,1,3,5,InP,4,6,21
O4,105,105,185,DOPC+15%PE,8,1.25,1,3,5,InP,4,14,3
G8,106,106,185,DOPC+15%PE,14,0,0.4,3,5,InP,4,6,7
C23,107,107,185,DOPC+15%PE,14,0.625,1,3,5,InP,4,2,22
J3,108,108,185,DOPC+15%PE,14,1.25,4,3,5,InP,4,9,2
K12,111,111,185,DOPC+30%PE,8,1.25,4,3,5,InP,4,10,11
H14,112,112,185,DOPC+30%PE,14,0,1,3,5,InP,4,7,13
N8,277,277,85,no_lipo,14,0.625,0.1,3,5,InP,4,13,7
I16,282,282,85,no_lipo,14,0.625,0.4,3,5,InP,4,8,15
M20,283,283,85,no_lipo,14,1.25,1,3,5,InP,4,12,19
L20,284,284,85,no_lipo,8,0,0.1,3,5,InP,4,11,19
N13,286,286,85,no_lipo,8,1.25,1,3,5,InP,4,13,12
P4,287,287,85,no_lipo,14,0,0.4,3,5,InP,4,15,3
M14,289,289,85,no_lipo,14,1.25,4,3,5,InP,4,12,13
B14,290,290,185,no_lipo,8,0.625,0.1,3,5,InP,4,1,13
O21,292,292,185,no_lipo,14,0,0.1,3,5,InP,4,14,20
C19,295,295,185,no_lipo,8,0,0.1,3,5,InP,4,2,18
I15,296,296,185,no_lipo,8,0.625,0.4,3,5,InP,4,8,14
L5,301,301,185,no_lipo,8,0,0.4,3,5,InP,4,11,4
K2,303,303,185,no_lipo,8,1.25,4,3,5,InP,4,10,1
L22,304,304,185,no_lipo,14,0,1,3,5,InP,4,11,21
F18,470,86,85,DOPC,14,1.25,0.4,3,5,InP,4,5,17
L18,473,89,85,DOPC+15%PE,14,0,0.1,3,5,InP,4,11,17
H6,475,91,85,DOPC+15%PE,14,1.25,1,3,5,InP,4,7,5
A20,477,93,85,DOPC+30%PE,8,0.625,0.4,3,5,InP,4,0,19
H19,478,94,85,DOPC+30%PE,8,1.25,1,3,5,InP,4,7,18
D14,482,98,185,DOPC,8,0.625,0.1,3,5,InP,4,3,13
B17,483,99,185,DOPC,8,1.25,0.4,3,5,InP,4,1,16
I3,484,100,185,DOPC,14,0,0.1,3,5,InP,4,8,2
J7,488,104,185,DOPC+15%PE,8,0.625,0.4,3,5,InP,4,9,6
I6,492,108,185,DOPC+15%PE,14,1.25,4,3,5,InP,4,8,5
D13,493,109,185,DOPC+30%PE,8,0,0.4,3,5,InP,4,3,12
E20,494,110,185,DOPC+30%PE,8,0.625,1,3,5,InP,4,4,19
N23,496,112,185,DOPC+30%PE,14,0,1,3,5,InP,4,13,22
O7,661,277,85,no_lipo,14,0.625,0.1,3,5,InP,4,14,6
P8,662,278,85,no_lipo,14,1.25,0.4,3,5,InP,4,15,7
O6,663,279,85,no_lipo,8,0.625,0.1,3,5,InP,4,14,5
E18,667,283,85,no_lipo,14,1.25,1,3,5,InP,4,4,17
O22,669,285,85,no_lipo,8,0.625,0.4,3,5,InP,4,14,21
J17,670,286,85,no_lipo,8,1.25,1,3,5,InP,4,9,16
H4,671,287,85,no_lipo,14,0,0.4,3,5,InP,4,7,3
O24,676,292,185,no_lipo,14,0,0.1,3,5,InP,4,14,23
P17,677,293,185,no_lipo,14,0.625,0.4,3,5,InP,4,15,16
H5,678,294,185,no_lipo,14,1.25,1,3,5,InP,4,7,4
J23,679,295,185,no_lipo,8,0,0.1,3,5,InP,4,9,22
H18,680,296,185,no_lipo,8,0.625,0.4,3,5,InP,4,7,17
D24,684,300,185,no_lipo,14,1.25,4,3,5,InP,4,3,23
G7,685,301,185,no_lipo,8,0,0.4,3,5,InP,4,6,6
C3,686,302,185,no_lipo,8,0.625,1,3,5,InP,4,2,2
J18,689,305,185,no_lipo,14,0.625,4,3,5,InP,4,9,17
I9,852,84,85,DOPC,8,1.25,0.1,3,5,InP,4,8,8
D21,853,85,85,DOPC,14,0.625,0.1,3,5,InP,4,3,20
M10,854,86,85,DOPC,14,1.25,0.4,3,5,InP,4,12,9
D16,855,87,85,DOPC+15%PE,8,0.625,0.1,3,5,InP,4,3,15
C22,856,88,85,DOPC+15%PE,8,1.25,0.4,3,5,InP,4,2,21
A6,857,89,85,DOPC+15%PE,14,0,0.1,3,5,InP,4,0,5
D3,859,91,85,DOPC+15%PE,14,1.25,1,3,5,InP,4,3,2
F24,860,92,85,DOPC+30%PE,8,0,0.1,3,5,InP,4,5,23
P3,861,93,85,DOPC+30%PE,8,0.625,0.4,3,5,InP,4,15,2
K10,862,94,85,DOPC+30%PE,8,1.25,1,3,5,InP,4,10,9
G11,863,95,85,DOPC+30%PE,14,0,0.4,3,5,InP,4,6,10
P21,868,100,185,DOPC,14,0,0.1,3,5,InP,4,15,20
K16,870,102,185,DOPC,14,1.25,1,3,5,InP,4,10,15
N21,875,107,185,DOPC+15%PE,14,0.625,1,3,5,InP,4,13,20
B13,876,108,185,DOPC+15%PE,14,1.25,4,3,5,InP,4,1,12
G16,877,109,185,DOPC+30%PE,8,0,0.4,3,5,InP,4,6,15
E15,878,110,185,DOPC+30%PE,8,0.625,1,3,5,InP,4,4,14
H22,879,111,185,DOPC+30%PE,8,1.25,4,3,5,InP,4,7,21
J13,880,112,185,DOPC+30%PE,14,0,1,3,5,InP,4,9,12
K3,1044,276,85,no_lipo,8,1.25,0.1,3,5,InP,4,10,2
C17,1049,281,85,no_lipo,14,0,0.1,3,5,InP,4,2,16
N4,1052,284,85,no_lipo,8,0,0.1,3,5,InP,4,13,3
M18,1053,285,85,no_lipo,8,0.625,0.4,3,5,InP,4,12,17
P11,1054,286,85,no_lipo,8,1.25,1,3,5,InP,4,15,10
L8,1056,288,85,no_lipo,14,0.625,1,3,5,InP,4,11,7
B4,1058,290,185,no_lipo,8,0.625,0.1,3,5,InP,4,1,3
L10,1059,291,185,no_lipo,8,1.25,0.4,3,5,InP,4,11,9
I17,1062,294,185,no_lipo,14,1.25,1,3,5,InP,4,8,16
F16,1063,295,185,no_lipo,8,0,0.1,3,5,InP,4,5,15
L16,1065,297,185,no_lipo,8,1.25,1,3,5,InP,4,11,15
N14,1066,298,185,no_lipo,14,0,0.4,3,5,InP,4,13,13
N1,1071,303,185,no_lipo,8,1.25,4,3,5,InP,4,13,0
L19,1073,305,185,no_lipo,14,0.625,4,3,5,InP,4,11,18
F13,1236,84,85,DOPC,8,1.25,0.1,3,5,InP,4,5,12
C18,1237,85,85,DOPC,14,0.625,0.1,3,5,InP,4,2,17
L23,1238,86,85,DOPC,14,1.25,0.4,3,5,InP,4,11,22
B7,1243,91,85,DOPC+15%PE,14,1.25,1,3,5,InP,4,1,6
N16,1248,96,85,DOPC+30%PE,14,0.625,1,3,5,InP,4,13,15
C13,1252,100,185,DOPC,14,0,0.1,3,5,InP,4,2,12
K9,1253,101,185,DOPC,14,0.625,0.4,3,5,InP,4,10,8
N9,1255,103,185,DOPC+15%PE,8,0,0.1,3,5,InP,4,13,8
O1,1258,106,185,DOPC+15%PE,14,0,0.4,3,5,InP,4,14,0
D22,1259,107,185,DOPC+15%PE,14,0.625,1,3,5,InP,4,3,21
D10,1260,108,185,DOPC+15%PE,14,1.25,4,3,5,InP,4,3,9
O18,1261,109,185,DOPC+30%PE,8,0,0.4,3,5,InP,4,14,17
J21,1262,110,185,DOPC+30%PE,8,0.625,1,3,5,InP,4,9,20
E19,1263,111,185,DOPC+30%PE,8,1.25,4,3,5,InP,4,4,18
L24,1428,276,85,no_lipo,8,1.25,0.1,3,5,InP,4,11,23
D6,1437,285,85,no_lipo,8,0.625,0.4,3,5,InP,4,3,5
A24,1438,286,85,no_lipo,8,1.25,1,3,5,InP,4,0,23
L11,1439,287,85,no_lipo,14,0,0.4,3,5,InP,4,11,10
J4,1440,288,85,no_lipo,14,0.625,1,3,5,InP,4,9,3
P15,1441,289,85,no_lipo,14,1.25,4,3,5,InP,4,15,14
O13,1442,290,185,no_lipo,8,0.625,0.1,3,5,InP,4,14,12
L13,1443,291,185,no_lipo,8,1.25,0.4,3,5,InP,4,11,12
G13,1447,295,185,no_lipo,8,0,0.1,3,5,InP,4,6,12
A10,1448,296,185,no_lipo,8,0.625,0.4,3,5,InP,4,0,9
F17,1450,298,185,no_lipo,14,0,0.4,3,5,InP,4,5,16
L3,1451,299,185,no_lipo,14,0.625,1,3,5,InP,4,11,2
P22,1452,300,185,no_lipo,14,1.25,4,3,5,InP,4,15,21
J15,1453,301,185,no_lipo,8,0,0.4,3,5,InP,4,9,14
G3,1455,303,185,no_lipo,8,1.25,4,3,5,InP,4,6,2
F21,1456,304,185,no_lipo,14,0,1,3,5,InP,4,5,20
E3,175,175,85,DOPC+30%PE,14,0,0.1,3,5,B2AR,4,4,2
H8,176,176,85,DOPC+30%PE,14,0.625,0.4,3,5,B2AR,4,7,7
I24,177,177,85,DOPC+30%PE,14,1.25,1,3,5,B2AR,4,8,23
M15,178,178,185,DOPC,8,1.25,0.1,3,5,B2AR,4,12,14
M13,180,180,185,DOPC,14,1.25,0.4,3,5,B2AR,4,12,12
D15,181,181,185,DOPC+15%PE,8,0.625,0.1,3,5,B2AR,4,3,14
C8,182,182,185,DOPC+15%PE,8,1.25,0.4,3,5,B2AR,4,2,7
N20,183,183,185,DOPC+15%PE,14,0,0.1,3,5,B2AR,4,13,19
G4,185,185,185,DOPC+15%PE,14,1.25,1,3,5,B2AR,4,6,3
C11,186,186,185,DOPC+30%PE,8,0,0.1,3,5,B2AR,4,2,10
H1,187,187,185,DOPC+30%PE,8,0.625,0.4,3,5,B2AR,4,7,0
J20,189,189,185,DOPC+30%PE,14,0,0.4,3,5,B2AR,4,9,19
K15,191,191,185,DOPC+30%PE,14,1.25,4,3,5,B2AR,4,10,14
F12,363,363,85,no_lipo,14,0.625,0.1,3,5,B2AR,4,5,11
E24,364,364,85,no_lipo,14,1.25,0.4,3,5,B2AR,4,4,23
O11,365,365,85,no_lipo,8,0.625,0.1,3,5,B2AR,4,14,10
H21,366,366,85,no_lipo,8,1.25,0.4,3,5,B2AR,4,7,20
E7,367,367,85,no_lipo,14,0,0.1,3,5,B2AR,4,4,6
J14,368,368,85,no_lipo,14,0.625,0.4,3,5,B2AR,4,9,13
P6,369,369,85,no_lipo,14,1.25,1,3,5,B2AR,4,15,5
J11,373,373,185,no_lipo,8,0.625,0.1,3,5,B2AR,4,9,10
P10,374,374,185,no_lipo,8,1.25,0.4,3,5,B2AR,4,15,9
A22,375,375,185,no_lipo,14,0,0.1,3,5,B2AR,4,0,21
I2,378,378,185,no_lipo,8,0,0.1,3,5,B2AR,4,8,1
K24,380,380,185,no_lipo,8,1.25,1,3,5,B2AR,4,10,23
C21,381,381,185,no_lipo,14,0,0.4,3,5,B2AR,4,2,20
O23,382,382,185,no_lipo,14,0.625,1,3,5,B2AR,4,14,22
B12,555,171,85,DOPC+15%PE,14,0.625,0.1,3,5,B2AR,4,1,11
G9,558,174,85,DOPC+30%PE,8,1.25,0.4,3,5,B2AR,4,6,8
B18,559,175,85,DOPC+30%PE,14,0,0.1,3,5,B2AR,4,1,17
K20,560,176,85,DOPC+30%PE,14,0.625,0.4,3,5,B2AR,4,10,19
B2,567,183,185,DOPC+15%PE,14,0,0.1,3,5,B2AR,4,1,1
C16,568,184,185,DOPC+15%PE,14,0.625,0.4,3,5,B2AR,4,2,15
E10,569,185,185,DOPC+15%PE,14,1.25,1,3,5,B2AR,4,4,9
C1,570,186,185,DOPC+30%PE,8,0,0.1,3,5,B2AR,4,2,0
G14,572,188,185,DOPC+30%PE,8,1.25,1,3,5,B2AR,4,6,13
N19,573,189,185,DOPC+30%PE,14,0,0.4,3,5,B2AR,4,13,18
E23,574,190,185,DOPC+30%PE,14,0.625,1,3,5,B2AR,4,4,22
F9,749,365,85,no_lipo,8,0.625,0.1,3,5,B2AR,4,5,8
E4,750,366,85,no_lipo,8,1.25,0.4,3,5,B2AR,4,4,3
A8,751,367,85,no_lipo,14,0,0.1,3,5,B2AR,4,0,7
E22,752,368,85,no_lipo,14,0.625,0.4,3,5,B2AR,4,4,21
M11,756,372,185,no_lipo,14,1.25,0.4,3,5,B2AR,4,12,10
I13,759,375,185,no_lipo,14,0,0.1,3,5,B2AR,4,8,12
C15,761,377,185,no_lipo,14,1.25,1,3,5,B2AR,4,2,14
M6,762,378,185,no_lipo,8,0,0.1,3,5,B2AR,4,12,5
J6,764,380,185,no_lipo,8,1.25,1,3,5,B2AR,4,9,5
J5,765,381,185,no_lipo,14,0,0.4,3,5,B2AR,4,9,4
K19,766,382,185,no_lipo,14,0.625,1,3,5,B2AR,4,10,18
M9,767,383,185,no_lipo,14,1.25,4,3,5,B2AR,4,12,8
K14,936,168,85,DOPC,8,0,4,3,5,B2AR,4,10,13
H13,940,172,85,DOPC+15%PE,14,1.25,0.4,3,5,B2AR,4,7,12
I23,941,173,85,DOPC+30%PE,8,0.625,0.1,3,5,B2AR,4,8,22
G1,942,174,85,DOPC+30%PE,8,1.25,0.4,3,5,B2AR,4,6,0
I11,943,175,85,DOPC+30%PE,14,0,0.1,3,5,B2AR,4,8,10
H15,944,176,85,DOPC+30%PE,14,0.625,0.4,3,5,B2AR,4,7,14
M4,945,177,85,DOPC+30%PE,14,1.25,1,3,5,B2AR,4,12,3
H20,946,178,185,DOPC,8,1.25,0.1,3,5,B2AR,4,7,19
F14,948,180,185,DOPC,14,1.25,0.4,3,5,B2AR,4,5,13
L6,950,182,185,DOPC+15%PE,8,1.25,0.4,3,5,B2AR,4,11,5
C9,954,186,185,DOPC+30%PE,8,0,0.1,3,5,B2AR,4,2,8
