well_name,DNA_name,DNA_conc,Liposome_name,Liposome_conc,Mg,SecYE,combo,K
B13,Blank,0.0,no_lipo,0.0,15.0,2.5,BL59-1_5,85
B14,B2AR,5.0,no_lipo,0.0,20.0,0.0,BL59-1_5,85
B15,CD47,5.0,DOPC,3.0,10.0,1.25,BL59-1_5,85
B16,MtlA,5.0,no_lipo,0.0,15.0,0.0,BL59-1_5,85
B17,AqpZ,5.0,no_lipo,0.0,20.0,0.0,BL59-1_5,85
B18,AqpZ,5.0,no_lipo,0.0,15.0,1.25,BL59-1_5,85
B19,MtlA,5.0,no_lipo,0.0,10.0,2.5,BL59-1_5,85
B2,Glut,5.0,DOPC,3.0,10.0,2.5,BL59-1_5,85
B20,CD47,5.0,DOPC,3.0,20.0,0.0,BL59-1_5,85
B21,AqpZ,5.0,DOPC,3.0,20.0,0.0,BL59-1_5,85
B3,AqpZ,5.0,DOPC,3.0,20.0,1.25,BL59-1_5,85
B4,Glut,5.0,no_lipo,0.0,10.0,2.5,BL59-1_5,85
B5,CD47,5.0,DOPC,3.0,20.0,1.25,BL59-1_5,85
B6,MtlA,5.0,no_lipo,0.0,20.0,1.25,BL59-1_5,85
B7,Glut,5.0,DOPC,3.0,15.0,1.25,BL59-1_5,85
B8,MtlA,5.0,DOPC,3.0,20.0,1.25,BL59-1_5,85
B9,B2AR,5.0,DOPC,3.0,15.0,2.5,BL59-1_5,85
C1,AqpZ,5.0,no_lipo,0.0,20.0,0.0,BL59-1_5,85
C10,Glut,5.0,DOPC,3.0,10.0,2.5,BL59-1_5,85
C11,CD47,5.0,no_lipo,0.0,15.0,2.5,BL59-1_5,85
C12,MtlA,5.0,no_lipo,0.0,20.0,1.25,BL59-1_5,85
C13,Glut,5.0,DOPC,3.0,15.0,0.0,BL59-1_5,85
C14,AqpZ,5.0,no_lipo,0.0,15.0,1.25,BL59-1_5,85
C15,B2AR,5.0,DOPC,3.0,10.0,0.0,BL59-1_5,85
C16,AqpZ,5.0,DOPC,3.0,10.0,2.5,BL59-1_5,85
C17,Glut,5.0,DOPC,3.0,20.0,1.25,BL59-1_5,85
C18,Blank,0.0,no_lipo,0.0,20.0,1.25,BL59-1_5,85
C19,B2AR,5.0,no_lipo,0.0,15.0,0.0,BL59-1_5,85
C2,Glut,5.0,no_lipo,0.0,20.0,1.25,BL59-1_5,85
C20,CD47,5.0,no_lipo,0.0,10.0,2.5,BL59-1_5,85
C21,Blank,0.0,DOPC,3.0,20.0,2.5,BL59-1_5,85
C3,CD47,5.0,DOPC,3.0,15.0,1.25,BL59-1_5,85
C4,Blank,0.0,no_lipo,0.0,10.0,0.0,BL59-1_5,85
C5,Blank,0.0,DOPC,3.0,15.0,1.25,BL59-1_5,85
C6,CD47,5.0,DOPC,3.0,15.0,0.0,BL59-1_5,85
C7,Glut,5.0,DOPC,3.0,15.0,2.5,BL59-1_5,85
C8,MtlA,5.0,no_lipo,0.0,15.0,1.25,BL59-1_5,85
C9,Glut,5.0,no_lipo,0.0,20.0,2.5,BL59-1_5,85
D1,Blank,0.0,DOPC,3.0,15.0,1.25,BL59-1_5,85
D10,B2AR,5.0,DOPC,3.0,15.0,2.5,BL59-1_5,85
D11,MtlA,5.0,no_lipo,0.0,10.0,0.0,BL59-1_5,85
D12,MtlA,5.0,no_lipo,0.0,20.0,2.5,BL59-1_5,85
D13,Glut,5.0,DOPC,3.0,15.0,1.25,BL59-1_5,85
D14,CD47,5.0,no_lipo,0.0,15.0,1.25,BL59-1_5,85
D15,Blank,0.0,DOPC,3.0,20.0,1.25,BL59-1_5,85
D16,AqpZ,5.0,no_lipo,0.0,15.0,0.0,BL59-1_5,85
D17,B2AR,5.0,no_lipo,0.0,20.0,1.25,BL59-1_5,85
D18,AqpZ,5.0,no_lipo,0.0,20.0,2.5,BL59-1_5,85
D19,AqpZ,5.0,no_lipo,0.0,10.0,0.0,BL59-1_5,85
D2,AqpZ,5.0,DOPC,3.0,10.0,0.0,BL59-1_5,85
D20,AqpZ,5.0,DOPC,3.0,20.0,0.0,BL59-1_5,85
D21,Glut,5.0,DOPC,3.0,15.0,1.25,BL59-1_5,85
D3,Glut,5.0,no_lipo,0.0,10.0,1.25,BL59-1_5,85
D4,Glut,5.0,no_lipo,0.0,15.0,2.5,BL59-1_5,85
D5,Blank,0.0,no_lipo,0.0,15.0,2.5,BL59-1_5,85
D6,Blank,0.0,no_lipo,0.0,15.0,2.5,BL59-1_5,85
D7,B2AR,5.0,no_lipo,0.0,20.0,0.0,BL59-1_5,85
D8,Blank,0.0,no_lipo,0.0,20.0,2.5,BL59-1_5,85
D9,AqpZ,5.0,no_lipo,0.0,10.0,0.0,BL59-1_5,85
E1,B2AR,5.0,no_lipo,0.0,20.0,2.5,BL59-1_5,85
E10,CD47,5.0,DOPC,3.0,10.0,1.25,BL59-1_5,85
E11,AqpZ,5.0,DOPC,3.0,15.0,2.5,BL59-1_5,85
E12,Blank,0.0,no_lipo,0.0,10.0,1.25,BL59-1_5,85
E13,Blank,0.0,no_lipo,0.0,20.0,1.25,BL59-1_5,85
E14,Blank,0.0,DOPC,3.0,20.0,1.25,BL59-1_5,85
E15,Glut,5.0,DOPC,3.0,15.0,2.5,BL59-1_5,85
E16,AqpZ,5.0,no_lipo,0.0,15.0,2.5,BL59-1_5,85
E17,CD47,5.0,no_lipo,0.0,15.0,2.5,BL59-1_5,85
E18,Glut,5.0,DOPC,3.0,20.0,1.25,BL59-1_5,85
E19,Glut,5.0,no_lipo,0.0,15.0,1.25,BL59-1_5,85
E2,Blank,0.0,no_lipo,0.0,15.0,0.0,BL59-1_5,85
E20,B2AR,5.0,no_lipo,0.0,20.0,2.5,BL59-1_5,85
E3,CD47,5.0,no_lipo,0.0,20.0,0.0,BL59-1_5,85
E4,AqpZ,5.0,no_lipo,0.0,10.0,1.25,BL59-1_5,85
E5,AqpZ,5.0,no_lipo,0.0,10.0,0.0,BL59-1_5,85
E6,B2AR,5.0,no_lipo,0.0,20.0,1.25,BL59-1_5,85
E7,CD47,5.0,no_lipo,0.0,10.0,0.0,BL59-1_5,85
E8,AqpZ,5.0,no_lipo,0.0,10.0,2.5,BL59-1_5,85
E9,MtlA,5.0,DOPC,3.0,10.0,0.0,BL59-1_5,85
F1,AqpZ,5.0,no_lipo,0.0,10.0,1.25,BL59-1_5,85
F10,AqpZ,5.0,DOPC,3.0,10.0,1.25,BL59-1_5,85
F11,MtlA,5.0,no_lipo,0.0,20.0,2.5,BL59-1_5,85
F12,MtlA,5.0,no_lipo,0.0,10.0,1.25,BL59-1_5,85
F13,Blank,0.0,DOPC,3.0,10.0,0.0,BL59-1_5,85
F14,CD47,5.0,DOPC,3.0,15.0,0.0,BL59-1_5,85
F15,CD47,5.0,DOPC,3.0,15.0,2.5,BL59-1_5,85
F16,Blank,0.0,no_lipo,0.0,10.0,2.5,BL59-1_5,85
F17,MtlA,5.0,no_lipo,0.0,15.0,2.5,BL59-1_5,85
F18,CD47,5.0,no_lipo,0.0,15.0,2.5,BL59-1_5,85
F19,Glut,5.0,no_lipo,0.0,15.0,1.25,BL59-1_5,85
F2,AqpZ,5.0,DOPC,3.0,20.0,1.25,BL59-1_5,85
F20,Blank,0.0,DOPC,3.0,15.0,2.5,BL59-1_5,85
F3,CD47,5.0,DOPC,3.0,15.0,1.25,BL59-1_5,85
F4,Blank,0.0,no_lipo,0.0,10.0,0.0,BL59-1_5,85
F5,AqpZ,5.0,DOPC,3.0,10.0,1.25,BL59-1_5,85
F6,B2AR,5.0,DOPC,3.0,20.0,1.25,BL59-1_5,85
F7,B2AR,5.0,DOPC,3.0,20.0,0.0,BL59-1_5,85
F8,AqpZ,5.0,no_lipo,0.0,10.0,2.5,BL59-1_5,85
F9,CD47,5.0,no_lipo,0.0,10.0,0.0,BL59-1_5,85
G1,Blank,0.0,no_lipo,0.0,15.0,1.25,BL59-1_5,85
G10,MtlA,5.0,DOPC,3.0,15.0,2.5,BL59-1_5,85
G11,AqpZ,5.0,no_lipo,0.0,20.0,1.25,BL59-1_5,85
G12,B2AR,5.0,no_lipo,0.0,10.0,0.0,BL59-1_5,85
G13,AqpZ,5.0,DOPC,3.0,15.0,0.0,BL59-1_5,85
G14,Glut,5.0,no_lipo,0.0,20.0,2.5,BL59-1_5,85
G15,Blank,0.0,no_lipo,0.0,10.0,2.5,BL59-1_5,85
G16,Blank,0.0,no_lipo,0.0,10.0,2.5,BL59-1_5,85
G17,MtlA,5.0,DOPC,3.0,15.0,1.25,BL59-1_5,85
G18,Blank,0.0,DOPC,3.0,10.0,0.0,BL59-1_5,85
G19,AqpZ,5.0,DOPC,3.0,15.0,1.25,BL59-1_5,85
G2,B2AR,5.0,DOPC,3.0,20.0,1.25,BL59-1_5,85
G20,B2AR,5.0,no_lipo,0.0,10.0,0.0,BL59-1_5,85
G3,CD47,5.0,DOPC,3.0,15.0,1.25,BL59-1_5,85
G4,CD47,5.0,no_lipo,0.0,15.0,0.0,BL59-1_5,85
G5,Blank,0.0,no_lipo,0.0,20.0,1.25,BL59-1_5,85
G6,AqpZ,5.0,no_lipo,0.0,15.0,2.5,BL59-1_5,85
G7,AqpZ,5.0,no_lipo,0.0,15.0,0.0,BL59-1_5,85
G8,MtlA,5.0,DOPC,3.0,20.0,2.5,BL59-1_5,85
G9,Glut,5.0,no_lipo,0.0,10.0,0.0,BL59-1_5,85
H1,CD47,5.0,no_lipo,0.0,15.0,1.25,BL59-1_5,85
H10,MtlA,5.0,DOPC,3.0,20.0,0.0,BL59-1_5,85
H11,AqpZ,5.0,DOPC,3.0,10.0,0.0,BL59-1_5,85
H12,Blank,0.0,DOPC,3.0,10.0,1.25,BL59-1_5,85
H13,B2AR,5.0,DOPC,3.0,20.0,2.5,BL59-1_5,85
H14,B2AR,5.0,DOPC,3.0,10.0,2.5,BL59-1_5,85
H15,Blank,0.0,DOPC,3.0,10.0,0.0,BL59-1_5,85
H16,CD47,5.0,no_lipo,0.0,15.0,0.0,BL59-1_5,85
H17,Blank,0.0,no_lipo,0.0,15.0,1.25,BL59-1_5,85
H18,Blank,0.0,no_lipo,0.0,10.0,1.25,BL59-1_5,85
H19,Blank,0.0,DOPC,3.0,15.0,2.5,BL59-1_5,85
H2,Blank,0.0,DOPC,3.0,10.0,2.5,BL59-1_5,85
H20,MtlA,5.0,DOPC,3.0,15.0,2.5,BL59-1_5,85
H3,B2AR,5.0,no_lipo,0.0,20.0,2.5,BL59-1_5,85
H4,B2AR,5.0,DOPC,3.0,10.0,1.25,BL59-1_5,85
H5,CD47,5.0,no_lipo,0.0,15.0,1.25,BL59-1_5,85
H6,Glut,5.0,no_lipo,0.0,15.0,2.5,BL59-1_5,85
H7,MtlA,5.0,DOPC,3.0,10.0,2.5,BL59-1_5,85
H8,B2AR,5.0,DOPC,3.0,10.0,1.25,BL59-1_5,85
H9,Glut,5.0,DOPC,3.0,20.0,2.5,BL59-1_5,85
I1,Glut,5.0,DOPC,3.0,20.0,0.0,BL59-1_5,85
I10,Glut,5.0,no_lipo,0.0,15.0,1.25,BL59-1_5,85
I11,B2AR,5.0,DOPC,3.0,15.0,1.25,BL59-1_5,85
I12,Glut,5.0,no_lipo,0.0,10.0,2.5,BL59-1_5,85
I13,Glut,5.0,no_lipo,0.0,10.0,1.25,BL59-1_5,85
I14,Blank,0.0,DOPC,3.0,20.0,0.0,BL59-1_5,85
I15,AqpZ,5.0,DOPC,3.0,20.0,2.5,BL59-1_5,85
I16,CD47,5.0,no_lipo,0.0,15.0,0.0,BL59-1_5,85
I17,AqpZ,5.0,DOPC,3.0,10.0,2.5,BL59-1_5,85
I18,B2AR,5.0,DOPC,3.0,20.0,2.5,BL59-1_5,85
I19,B2AR,5.0,DOPC,3.0,20.0,2.5,BL59-1_5,85
I2,MtlA,5.0,DOPC,3.0,20.0,0.0,BL59-1_5,85
I20,AqpZ,5.0,DOPC,3.0,20.0,1.25,BL59-1_5,85
I3,CD47,5.0,DOPC,3.0,15.0,2.5,BL59-1_5,85
I4,CD47,5.0,DOPC,3.0,10.0,2.5,BL59-1_5,85
I5,CD47,5.0,no_lipo,0.0,10.0,1.25,BL59-1_5,85
I6,MtlA,5.0,DOPC,3.0,10.0,2.5,BL59-1_5,85
I7,B2AR,5.0,no_lipo,0.0,20.0,0.0,BL59-1_5,85
I8,MtlA,5.0,DOPC,3.0,15.0,1.25,BL59-1_5,85
I9,B2AR,5.0,no_lipo,0.0,10.0,1.25,BL59-1_5,85
J1,B2AR,5.0,no_lipo,0.0,15.0,2.5,BL59-1_5,85
J10,MtlA,5.0,no_lipo,0.0,10.0,2.5,BL59-1_5,85
J11,B2AR,5.0,no_lipo,0.0,10.0,1.25,BL59-1_5,85
J12,MtlA,5.0,DOPC,3.0,20.0,1.25,BL59-1_5,85
J13,Glut,5.0,DOPC,3.0,10.0,0.0,BL59-1_5,85
J14,Glut,5.0,DOPC,3.0,20.0,1.25,BL59-1_5,85
J15,CD47,5.0,DOPC,3.0,20.0,1.25,BL59-1_5,85
J16,MtlA,5.0,DOPC,3.0,10.0,1.25,BL59-1_5,85
J17,Blank,0.0,no_lipo,0.0,20.0,0.0,BL59-1_5,85
J18,Blank,0.0,DOPC,3.0,10.0,1.25,BL59-1_5,85
J19,Blank,0.0,DOPC,3.0,15.0,2.5,BL59-1_5,85
J2,Blank,0.0,DOPC,3.0,20.0,1.25,BL59-1_5,85
J20,AqpZ,5.0,no_lipo,0.0,15.0,1.25,BL59-1_5,85
J3,Glut,5.0,DOPC,3.0,20.0,0.0,BL59-1_5,85
J4,B2AR,5.0,DOPC,3.0,15.0,2.5,BL59-1_5,85
J5,MtlA,5.0,no_lipo,0.0,10.0,0.0,BL59-1_5,85
J6,Blank,0.0,no_lipo,0.0,20.0,0.0,BL59-1_5,85
J7,CD47,5.0,DOPC,3.0,15.0,2.5,BL59-1_5,85
J8,Blank,0.0,no_lipo,0.0,15.0,1.25,BL59-1_5,85
J9,CD47,5.0,no_lipo,0.0,20.0,2.5,BL59-1_5,85
K1,B2AR,5.0,DOPC,3.0,15.0,0.0,BL59-1_5,85
K10,CD47,5.0,DOPC,3.0,20.0,1.25,BL59-1_5,85
K11,AqpZ,5.0,no_lipo,0.0,15.0,0.0,BL59-1_5,85
K12,CD47,5.0,no_lipo,0.0,20.0,2.5,BL59-1_5,85
K13,MtlA,5.0,no_lipo,0.0,15.0,2.5,BL59-1_5,85
K14,Blank,0.0,no_lipo,0.0,10.0,0.0,BL59-1_5,85
K15,AqpZ,5.0,DOPC,3.0,20.0,2.5,BL59-1_5,85
K16,CD47,5.0,no_lipo,0.0,20.0,0.0,BL59-1_5,85
K17,MtlA,5.0,DOPC,3.0,10.0,0.0,BL59-1_5,85
K18,Glut,5.0,no_lipo,0.0,15.0,0.0,BL59-1_5,85
K19,Glut,5.0,no_lipo,0.0,20.0,1.25,BL59-1_5,85
K2,AqpZ,5.0,no_lipo,0.0,20.0,1.25,BL59-1_5,85
K20,MtlA,5.0,DOPC,3.0,15.0,1.25,BL59-1_5,85
K3,Glut,5.0,DOPC,3.0,10.0,0.0,BL59-1_5,85
K4,Glut,5.0,DOPC,3.0,10.0,1.25,BL59-1_5,85
K5,MtlA,5.0,DOPC,3.0,20.0,2.5,BL59-1_5,85
K6,CD47,5.0,no_lipo,0.0,20.0,1.25,BL59-1_5,85
K7,MtlA,5.0,DOPC,3.0,10.0,1.25,BL59-1_5,85
K8,CD47,5.0,DOPC,3.0,10.0,0.0,BL59-1_5,85
K9,B2AR,5.0,DOPC,3.0,10.0,2.5,BL59-1_5,85
L1,MtlA,5.0,no_lipo,0.0,20.0,1.25,BL59-1_5,85
L10,AqpZ,5.0,no_lipo,0.0,10.0,2.5,BL59-1_5,85
L11,AqpZ,5.0,DOPC,3.0,10.0,1.25,BL59-1_5,85
L12,CD47,5.0,DOPC,3.0,20.0,2.5,BL59-1_5,85
L13,Blank,0.0,DOPC,3.0,10.0,2.5,BL59-1_5,85
L14,Glut,5.0,no_lipo,0.0,10.0,0.0,BL59-1_5,85
L15,MtlA,5.0,DOPC,3.0,20.0,1.25,BL59-1_5,85
L16,AqpZ,5.0,DOPC,3.0,10.0,0.0,BL59-1_5,85
L17,B2AR,5.0,DOPC,3.0,15.0,1.25,BL59-1_5,85
L18,MtlA,5.0,no_lipo,0.0,20.0,0.0,BL59-1_5,85
L19,Blank,0.0,DOPC,3.0,20.0,0.0,BL59-1_5,85
L2,Blank,0.0,DOPC,3.0,15.0,0.0,BL59-1_5,85
L20,B2AR,5.0,no_lipo,0.0,10.0,1.25,BL59-1_5,85
L3,Glut,5.0,no_lipo,0.0,20.0,1.25,BL59-1_5,85
L4,B2AR,5.0,DOPC,3.0,20.0,1.25,BL59-1_5,85
L5,B2AR,5.0,DOPC,3.0,20.0,0.0,BL59-1_5,85
L6,MtlA,5.0,DOPC,3.0,20.0,2.5,BL59-1_5,85
L7,AqpZ,5.0,DOPC,3.0,15.0,1.25,BL59-1_5,85
L8,CD47,5.0,DOPC,3.0,20.0,0.0,BL59-1_5,85
L9,MtlA,5.0,DOPC,3.0,10.0,2.5,BL59-1_5,85
M1,MtlA,5.0,no_lipo,0.0,15.0,1.25,BL59-1_5,85
M10,Blank,0.0,DOPC,3.0,10.0,2.5,BL59-1_5,85
M11,Glut,5.0,no_lipo,0.0,10.0,0.0,BL59-1_5,85
M12,Glut,5.0,no_lipo,0.0,20.0,0.0,BL59-1_5,85
M13,B2AR,5.0,DOPC,3.0,10.0,0.0,BL59-1_5,85
M14,CD47,5.0,DOPC,3.0,10.0,2.5,BL59-1_5,85
M15,AqpZ,5.0,DOPC,3.0,20.0,0.0,BL59-1_5,85
M16,AqpZ,5.0,DOPC,3.0,15.0,2.5,BL59-1_5,85
M17,Glut,5.0,DOPC,3.0,15.0,0.0,BL59-1_5,85
M18,MtlA,5.0,DOPC,3.0,10.0,0.0,BL59-1_5,85
M19,Glut,5.0,DOPC,3.0,10.0,0.0,BL59-1_5,85
M2,AqpZ,5.0,no_lipo,0.0,20.0,2.5,BL59-1_5,85
M20,AqpZ,5.0,no_lipo,0.0,20.0,2.5,BL59-1_5,85
M3,AqpZ,5.0,DOPC,3.0,10.0,2.5,BL59-1_5,85
M4,CD47,5.0,no_lipo,0.0,20.0,0.0,BL59-1_5,85
M5,MtlA,5.0,no_lipo,0.0,15.0,0.0,BL59-1_5,85
M6,Glut,5.0,DOPC,3.0,15.0,0.0,BL59-1_5,85
M7,Blank,0.0,no_lipo,0.0,15.0,0.0,BL59-1_5,85
M8,AqpZ,5.0,no_lipo,0.0,20.0,0.0,BL59-1_5,85
M9,CD47,5.0,no_lipo,0.0,10.0,1.25,BL59-1_5,85
N1,Glut,5.0,no_lipo,0.0,20.0,2.5,BL59-1_5,85
N10,MtlA,5.0,no_lipo,0.0,10.0,1.25,BL59-1_5,85
N11,Glut,5.0,no_lipo,0.0,15.0,0.0,BL59-1_5,85
N12,MtlA,5.0,no_lipo,0.0,20.0,0.0,BL59-1_5,85
N13,B2AR,5.0,no_lipo,0.0,15.0,2.5,BL59-1_5,85
N14,AqpZ,5.0,DOPC,3.0,15.0,0.0,BL59-1_5,85
N15,AqpZ,5.0,DOPC,3.0,15.0,2.5,BL59-1_5,85
N16,B2AR,5.0,no_lipo,0.0,20.0,1.25,BL59-1_5,85
N17,Blank,0.0,no_lipo,0.0,20.0,2.5,BL59-1_5,85
N18,B2AR,5.0,no_lipo,0.0,10.0,2.5,BL59-1_5,85
N19,AqpZ,5.0,DOPC,3.0,15.0,1.25,BL59-1_5,85
N2,Blank,0.0,DOPC,3.0,15.0,1.25,BL59-1_5,85
N20,MtlA,5.0,DOPC,3.0,15.0,2.5,BL59-1_5,85
N3,MtlA,5.0,DOPC,3.0,15.0,0.0,BL59-1_5,85
N4,B2AR,5.0,no_lipo,0.0,10.0,2.5,BL59-1_5,85
N5,AqpZ,5.0,DOPC,3.0,20.0,2.5,BL59-1_5,85
N6,B2AR,5.0,DOPC,3.0,20.0,0.0,BL59-1_5,85
N7,Glut,5.0,DOPC,3.0,10.0,1.25,BL59-1_5,85
N8,CD47,5.0,DOPC,3.0,10.0,2.5,BL59-1_5,85
N9,B2AR,5.0,DOPC,3.0,10.0,0.0,BL59-1_5,85
O1,B2AR,5.0,DOPC,3.0,10.0,2.5,BL59-1_5,85
O10,Glut,5.0,no_lipo,0.0,20.0,0.0,BL59-1_5,85
O11,CD47,5.0,DOPC,3.0,20.0,0.0,BL59-1_5,85
O12,CD47,5.0,DOPC,3.0,10.0,0.0,BL59-1_5,85
O13,CD47,5.0,DOPC,3.0,10.0,1.25,BL59-1_5,85
O14,AqpZ,5.0,DOPC,3.0,15.0,0.0,BL59-1_5,85
O15,Glut,5.0,DOPC,3.0,10.0,2.5,BL59-1_5,85
O16,MtlA,5.0,DOPC,3.0,10.0,1.25,BL59-1_5,85
O17,Blank,0.0,DOPC,3.0,20.0,2.5,BL59-1_5,85
O18,MtlA,5.0,no_lipo,0.0,20.0,0.0,BL59-1_5,85
O19,B2AR,5.0,no_lipo,0.0,15.0,2.5,BL59-1_5,85
O2,Glut,5.0,DOPC,3.0,10.0,1.25,BL59-1_5,85
O20,Blank,0.0,DOPC,3.0,15.0,0.0,BL59-1_5,85
O3,CD47,5.0,DOPC,3.0,10.0,0.0,BL59-1_5,85
O4,Blank,0.0,no_lipo,0.0,20.0,0.0,BL59-1_5,85
O5,MtlA,5.0,no_lipo,0.0,15.0,0.0,BL59-1_5,85
O6,B2AR,5.0,no_lipo,0.0,15.0,1.25,BL59-1_5,85
O7,B2AR,5.0,no_lipo,0.0,15.0,1.25,BL59-1_5,85
O8,CD47,5.0,DOPC,3.0,20.0,2.5,BL59-1_5,85
O9,Blank,0.0,no_lipo,0.0,15.0,0.0,BL59-1_5,85
P1,Blank,0.0,DOPC,3.0,10.0,1.25,BL59-1_5,85
P10,Blank,0.0,no_lipo,0.0,20.0,2.5,BL59-1_5,85
P11,CD47,5.0,no_lipo,0.0,20.0,1.25,BL59-1_5,85
P12,CD47,5.0,no_lipo,0.0,20.0,1.25,BL59-1_5,85
P13,B2AR,5.0,DOPC,3.0,15.0,1.25,BL59-1_5,85
P14,B2AR,5.0,no_lipo,0.0,10.0,0.0,BL59-1_5,85
P15,B2AR,5.0,DOPC,3.0,10.0,1.25,BL59-1_5,85
P16,B2AR,5.0,no_lipo,0.0,15.0,0.0,BL59-1_5,85
P17,CD47,5.0,no_lipo,0.0,10.0,2.5,BL59-1_5,85
P18,Glut,5.0,DOPC,3.0,15.0,2.5,BL59-1_5,85
P19,MtlA,5.0,no_lipo,0.0,15.0,1.25,BL59-1_5,85
P2,Glut,5.0,no_lipo,0.0,10.0,2.5,BL59-1_5,85
P20,Blank,0.0,DOPC,3.0,20.0,0.0,BL59-1_5,85
P3,AqpZ,5.0,no_lipo,0.0,20.0,1.25,BL59-1_5,85
P4,Glut,5.0,DOPC,3.0,20.0,2.5,BL59-1_5,85
P5,AqpZ,5.0,no_lipo,0.0,10.0,1.25,BL59-1_5,85
P6,Glut,5.0,no_lipo,0.0,20.0,0.0,BL59-1_5,85
P7,CD47,5.0,no_lipo,0.0,20.0,2.5,BL59-1_5,85
P8,CD47,5.0,no_lipo,0.0,10.0,0.0,BL59-1_5,85
P9,Glut,5.0,no_lipo,0.0,15.0,2.5,BL59-1_5,85
